gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2217652582	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS678037293	Animalia	Chordata	Aves	Gruiformes	Rallidae	Fulica	Fulica americana		SPECIES	Fulica americana Gmelin, 1789	Fulica americana		US	Lake Yosemite	California		16	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.377	-120.43							2018-11-16T00:00:00Z	16	11	2018	2474393	2474393	HUMAN_OBSERVATION	CLO	EBIRD	OBS678037293				CC0_1_0		obsr292969			2019-09-20T18:46:38.542Z		
2217157698	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691843255	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Zonotrichia	Zonotrichia leucophrys		SPECIES	Zonotrichia leucophrys (J.R.Forster, 1772)	Zonotrichia leucophrys		US	Lake road, Merced	California		5	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.357872	-120.431779							2018-12-31T00:00:00Z	31	12	2018	5231132	5231132	HUMAN_OBSERVATION	CLO	EBIRD	OBS691843255				CC0_1_0		obsr1147350			2019-09-21T00:42:28.734Z		COORDINATE_ROUNDED
2217154292	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691843261	Animalia	Chordata	Aves	Passeriformes	Icteridae	Sturnella	Sturnella neglecta		SPECIES	Sturnella neglecta Audubon, 1844	Sturnella neglecta		US	Lake road, Merced	California		1	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.357872	-120.431779							2018-12-31T00:00:00Z	31	12	2018	9596413	9596413	HUMAN_OBSERVATION	CLO	EBIRD	OBS691843261				CC0_1_0		obsr1147350			2019-09-20T23:35:54.522Z		COORDINATE_ROUNDED
2215014713	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS675238318	Animalia	Chordata	Aves	Anseriformes	Anatidae	Chen	Chen rossii		SPECIES	Anser rossii Cassin, 1861	Anser rossii		US	Lake Yosemite Co. Park	California		1	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.37125	-120.42867							2018-11-10T00:00:00Z	10	11	2018	2498161	2498160	HUMAN_OBSERVATION	CLO	EBIRD	OBS675238318				CC0_1_0		obsr990157			2019-09-20T15:45:48.709Z		
2215013471	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS675238317	Animalia	Chordata	Aves	Passeriformes	Icteridae	Sturnella	Sturnella neglecta		SPECIES	Sturnella neglecta Audubon, 1844	Sturnella neglecta		US	Lake Yosemite Co. Park	California		3	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.37125	-120.42867							2018-11-10T00:00:00Z	10	11	2018	9596413	9596413	HUMAN_OBSERVATION	CLO	EBIRD	OBS675238317				CC0_1_0		obsr990157			2019-09-20T23:36:05.365Z		
2215012861	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS675238320	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Sayornis	Sayornis saya		SPECIES	Sayornis saya (Bonaparte, 1825)	Sayornis saya		US	Lake Yosemite Co. Park	California		1	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.37125	-120.42867							2018-11-10T00:00:00Z	10	11	2018	2483607	2483607	HUMAN_OBSERVATION	CLO	EBIRD	OBS675238320				CC0_1_0		obsr990157			2019-09-21T02:30:01.543Z		
2215009782	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS675238316	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax auritus		SPECIES	Phalacrocorax auritus (Lesson, 1831)	Phalacrocorax auritus		US	Lake Yosemite Co. Park	California			e2e717bf-551a-4917-bdc9-4fa0f342c530	37.37125	-120.42867							2018-11-10T00:00:00Z	10	11	2018	2481875	2481875	HUMAN_OBSERVATION	CLO	EBIRD	OBS675238316				CC0_1_0		obsr990157			2019-09-21T01:14:47.835Z		
2213030345	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS670037872	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta	Egretta thula		SPECIES	Egretta thula (Molina, 1782)	Egretta thula		US	Lake Yosemite Co. Park	California		1	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.37125	-120.42867							2018-10-24T00:00:00Z	24	10	2018	2480873	2480873	HUMAN_OBSERVATION	CLO	EBIRD	OBS670037872				CC0_1_0		obsr144128			2019-09-20T18:40:50.918Z		
2213015810	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS670037877	Animalia	Chordata	Aves	Gruiformes	Rallidae	Fulica	Fulica americana		SPECIES	Fulica americana Gmelin, 1789	Fulica americana		US	Lake Yosemite Co. Park	California		35	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.37125	-120.42867							2018-10-24T00:00:00Z	24	10	2018	2474393	2474393	HUMAN_OBSERVATION	CLO	EBIRD	OBS670037877				CC0_1_0		obsr144128			2019-09-20T18:46:29.814Z		
2213012735	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS670037871	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	Branta canadensis		SPECIES	Branta canadensis (Linnaeus, 1758)	Branta canadensis		US	Lake Yosemite Co. Park	California		11	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.37125	-120.42867							2018-10-24T00:00:00Z	24	10	2018	5232437	5232437	HUMAN_OBSERVATION	CLO	EBIRD	OBS670037871				CC0_1_0		obsr144128			2019-09-20T16:24:41.423Z		
2213006617	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS670029674	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta	Egretta thula		SPECIES	Egretta thula (Molina, 1782)	Egretta thula		US	Lake Yosemite--west shore	California		2	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.375239	-120.438051							2018-10-24T00:00:00Z	24	10	2018	2480873	2480873	HUMAN_OBSERVATION	CLO	EBIRD	OBS670029674				CC0_1_0		obsr144128			2019-09-20T18:40:51.335Z		COORDINATE_ROUNDED
2213006605	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS670029681	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea	Ardea alba		SPECIES	Ardea alba Linnaeus, 1758	Ardea alba		US	Lake Yosemite--west shore	California		2	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.375239	-120.438051							2018-10-24T00:00:00Z	24	10	2018	9752617	9752617	HUMAN_OBSERVATION	CLO	EBIRD	OBS670029681				CC0_1_0		obsr144128			2019-09-20T16:06:56.960Z		COORDINATE_ROUNDED
2213005355	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS670029672	Animalia	Chordata	Aves	Gruiformes	Rallidae	Fulica	Fulica americana		SPECIES	Fulica americana Gmelin, 1789	Fulica americana		US	Lake Yosemite--west shore	California		81	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.375239	-120.438051							2018-10-24T00:00:00Z	24	10	2018	2474393	2474393	HUMAN_OBSERVATION	CLO	EBIRD	OBS670029672				CC0_1_0		obsr144128			2019-09-20T18:46:28.073Z		COORDINATE_ROUNDED
